# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20160101-20160131
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
views,entered,Area/MapChange/Trafikmeldinger,142.947,69.666,69.666,12.349
views,entered,Area/MapChange/Webkamera,34.234,8.901,8.901,4.031
views,entered,Area/MapChange/Vejarbejder,18.283,10.563,10.563,4.762
views,entered,Area/Custom,2.504,1.956,1.956,556
views,entered,Area/,2.133,1.697,1.697,1.330
views,entered,Feedback,350,307,307,269
