# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20181001-20181031
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
PROJECT,SELECT,PROJECT:SELECT:SERVICEBESKEDER:3,56,35,35,29
PROJECT,SELECT,PROJECT:SELECT:TRAFIKINFO:3,56,35,35,29
PROJECT,OPEN,PROJECT:OPEN:3,53,35,35,29
LIST,SELECT,LIST:SELECT:section:Trafikmeldinger,40,32,32,14
MAP,SELECT,MAP:SELECT:Vejarbejder,39,27,27,20
PROJECT,FOLLOW,PROJECT:FOLLOW:3,36,25,25,24
SUBSCRIPTIONS_OVERVIEW,OPEN,SUBSCRIPTIONS_OVERVIEW:OPEN:PROJECT,24,18,18,17
PROJECT,SELECT,PROJECT:SELECT:OM PROJEKTET:4,23,13,13,12
PROJECT,SELECT,PROJECT:SELECT:SERVICEBESKEDER:4,23,13,13,12
PROJECT,SELECT,PROJECT:SELECT:TRAFIKINFO:4,23,13,13,12
PROJECT,UNFOLLOW,PROJECT:UNFOLLOW:3,22,12,12,11
GEOFENCE,ENTER,GEOFENCE:ENTER:50,21,20,20,20
PROJECT,FOLLOW,PROJECT:FOLLOW:4,20,10,10,9
PROJECT,FOLLOW,PROJECT:FOLLOW:2,17,12,12,12
PROJECT,OPEN,PROJECT:OPEN:4,17,13,13,12
PROJECT,UNFOLLOW,PROJECT:UNFOLLOW:2,17,11,11,11
ERROR,ERROR,ERROR:ERROR:Push check - invalid local subscription found. Area ID is nil!,14,14,14,9
LIST,SELECT,LIST:SELECT:section:Vejarbejder,14,11,11,9
PROJECT,OPEN,PROJECT:OPEN:PROJECTSETTINGS_3,13,13,13,11
PROJECT,OPEN,PROJECT:OPEN:PROJECTSETTINGS_4,12,10,10,9
LIST,SELECT,LIST:SELECT:section_Rejsetider,9,8,8,8
LIST,SELECT,LIST:SELECT:section:Webkamera,6,3,3,3
MAP,SELECT,MAP:SELECT:Listevisning,6,6,6,6
PLACE,OPEN,PLACE:OPEN:rasteplads,6,3,3,3
PROJECT,OPEN,PROJECT:OPEN:PROJECTSETTINGS_2,6,6,6,6
WEBCAM,FOLLOW,(not set),6,6,6,6
LIST,SELECT,LIST:SELECT:section:P4 Trafik,5,4,4,2
LIST,SELECT,LIST:SELECT:section:Pladser,5,4,4,4
PROJECT,UNFOLLOW,PROJECT:UNFOLLOW:4,5,3,3,3
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://www.vejdirektoratet.dk/DA/trafik/sommertrafikken/Sider/Default.aspx,4,4,4,4
LIST,SELECT,LIST:SELECT:section:Tunnel,3,2,2,2
MAP,SELECT,MAP:SELECT:Meldinger,3,2,2,1
PROJECT,FOLLOW,PROJECT:FOLLOW:54,3,1,1,1
PROJECT,LINK,PROJECT:LINK:2,3,3,3,3
GEOFENCE,ENTER,GEOFENCE:ENTER:8,2,2,2,1
LIST,SELECT,LIST:SELECT:section:Bro,2,1,1,1
LIST,SELECT,LIST:SELECT:section:Færger,2,2,2,2
LIST,SELECT,LIST:SELECT:section:Rejsetider,2,2,2,2
PLACE,OPEN,PLACE:OPEN:samkoersel,2,2,2,2
PROJECT,FOLLOW,PROJECT:FOLLOW:49,2,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:65,2,1,1,1
PROJECT,LINK,PROJECT:LINK:3,2,2,2,2
PROJECT,LINK,PROJECT:LINK:4,2,1,1,1
PROJECT,OPEN,PROJECT:OPEN:30,2,1,1,1
PROJECT,SELECT,PROJECT:SELECT:OM PROJEKTET:30,2,1,1,1
PROJECT,SELECT,PROJECT:SELECT:SERVICEBESKEDER:30,2,1,1,1
