# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20170701-20170731
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
MAP,SELECT,MAP:SELECT:Trafikmeldinger,176.029,99.088,99.088,33.627
EVENT,OPEN,EVENT:OPEN:fullscreen:traffic,81.684,38.315,38.315,16.824
WEBCAM,OPEN,(not set),36.382,9.779,9.779,4.516
NAVIGATIONMENU,OPEN,(not set),23.237,13.884,13.884,10.080
EVENT,SELECT,EVENT:SELECT:CENTERPOSITION_ICON,16.246,9.445,9.445,5.657
MAP,SELECT,MAP:SELECT:Webkamera,15.909,9.399,9.399,4.826
LIST,OPEN,(not set),15.861,12.436,12.436,7.994
MAP,SELECT,MAP:SELECT:Vejarbejder,14.001,8.774,8.774,6.148
LIST,SELECT,LIST:SELECT:section:Trafikmeldinger,12.034,8.299,8.299,5.417
MAP,SELECT,MAP:SELECT:Pladser,6.154,3.916,3.916,3.103
EVENT,OPEN,EVENT:OPEN:fullscreen:roadwork,5.844,2.659,2.659,2.164
LIST,SELECT,LIST:SELECT:section:Vejarbejder,5.688,4.270,4.270,3.666
EVENT,OPEN,EVENT:OPEN:fullscreen,5.035,4.171,4.171,3.612
LIST,SELECT,LIST:SELECT:section:Webkamera,4.360,2.971,2.971,2.296
ACTIONBAR,SELECT,ACTIONBAR:SELECT:PLAY_ICON,3.816,2.890,2.890,2.525
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_ON,3.704,2.968,2.968,2.457
LIST,SELECT,LIST:SELECT:section:P4 Trafik,3.375,2.277,2.277,1.611
EVENT,START,(not set),2.461,1.393,1.393,1.231
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_OFF,2.303,1.754,1.754,1.373
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_ON,2.248,1.973,1.973,1.701
LIST,SELECT,LIST:SELECT:section:Pladser,2.112,1.400,1.400,1.278
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventA,1.937,1.533,1.533,1.345
LIST,SELECT,LIST:SELECT:section:Bro,1.799,1.093,1.093,956
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://www.vejdirektoratet.dk/DA/trafik/sommertrafikken/Sider/Default.aspx?utm_source=trafikinfoApp&utm_medium=link&utm_content=&utm_campaign=sommertrafik17,1.626,1.547,1.547,1.435
EVENT,OPEN,EVENT:OPEN:fullscreen:ferry,1.599,1.189,1.189,977
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_OFF,1.509,1.275,1.275,1.095
LIST,SELECT,LIST:SELECT:section:Rejsetider,1.310,971,971,879
LIST,SELECT,LIST:SELECT:section:Tunnel,928,625,625,574
MAP,SELECT,MAP:SELECT:Trafikinfo,855,351,351,82
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:GUIDE,849,769,769,723
WEBCAM,FOLLOW,(not set),790,380,380,328
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:EMERGENCY_PHONE_ON,788,725,725,677
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:ABOUT_APP,636,588,588,559
LIST,SELECT,LIST:SELECT:section:Færger,606,462,462,421
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:EMERGENCY_PHONE_OFF,466,431,431,399
EVENT,UNFOLLOW,EVENT:UNFOLLOW:TrafficEventA,331,292,292,280
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:FEEDBACK,247,232,232,227
FEEDBACK,SELECT,FEEDBACK:SELECT:phonelink:80202060,238,193,193,156
EVENT,OPEN,EVENT:OPEN:fullscreen:trim,177,129,129,100
LIST,SELECT,LIST:SELECT:subsection:rejsetider,177,129,129,100
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:applink:vintertrafik://launch,159,152,152,145
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventB,155,103,103,95
MAP,SELECT,MAP:SELECT:Vejarbejde,101,54,54,33
LIST,SELECT,LIST:SELECT:itemtype_P4EventContent,36,14,14,9
EVENT,UNFOLLOW,EVENT:UNFOLLOW:TrafficEventB,33,30,30,30
MAP,SELECT,MAP:SELECT:Meldinger,20,17,17,9
LIST,SELECT,LIST:SELECT:section_P4 Trafik,18,7,7,6
LIST,SELECT,LIST:SELECT:section:Bro og Tunnel,15,9,9,8
LIST,SELECT,LIST:SELECT:section_Trafikmeldinger,14,8,8,7
MAP,SELECT,MAP:SELECT:Listevisning,9,9,9,5
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:SENDPOSITION_ON,9,9,9,9
PLACE,OPEN,PLACE:OPEN:rasteplads,9,4,4,4
LIST,SELECT,LIST:SELECT:section_Færger,7,5,5,5
LIST,SELECT,LIST:SELECT:section_Webkamera,7,5,5,4
ERROR,ERROR,ERROR:ERROR:Push check - invalid local subscription found. Area ID is nil!,5,5,5,5
LIST,SELECT,LIST:SELECT:section_Bro,5,2,2,2
PLACE,OPEN,PLACE:OPEN:samkoersel,5,4,4,4
LIST,SELECT,LIST:SELECT:itemtype_FerryContent,4,2,2,2
LIST,SELECT,LIST:SELECT:itemtype_WebcamContent,4,2,2,2
LIST,SELECT,LIST:SELECT:section_Tunnel,4,1,1,1
LIST,SELECT,LIST:SELECT:section_Vejarbejder,4,3,3,3
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:SENDPOSITION_OFF,4,3,3,3
LIST,SELECT,LIST:SELECT:section_Pladser,3,2,2,2
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://vejdirektoratet.dk/DA/trafik/helligdagstrafik/Sider/Default.aspx?utm_source=trafikinfoApp&utm_medium=link&utm_content=&utm_campaign=storebededag17,3,2,2,2
LIST,SELECT,LIST:SELECT:section_Rejsetider,2,1,1,1
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://www.vejdirektoratet.dk,2,1,1,1
LIST,SELECT,LIST:SELECT:itemtype_TrafficContent,1,1,1,1
PLACE,OPEN,PLACE:OPEN:parking,1,1,1,1
