# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20170201-20170228
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
MAP,SELECT,MAP:SELECT:Trafikmeldinger,187.518,110.044,110.044,29.538
WEBCAM,OPEN,(not set),73.100,14.414,14.414,5.940
EVENT,OPEN,EVENT:OPEN:fullscreen:traffic,68.088,37.354,37.354,14.050
MAP,SELECT,MAP:SELECT:Webkamera,24.210,13.920,13.920,6.148
NAVIGATIONMENU,OPEN,(not set),20.300,11.659,11.659,8.663
EVENT,SELECT,EVENT:SELECT:CENTERPOSITION_ICON,16.580,9.490,9.490,5.016
LIST,OPEN,(not set),16.152,12.697,12.697,6.913
LIST,SELECT,LIST:SELECT:section:Trafikmeldinger,15.976,11.084,11.084,6.275
MAP,SELECT,MAP:SELECT:Vejarbejder,9.596,6.523,6.523,4.710
LIST,SELECT,LIST:SELECT:section:Webkamera,6.435,4.207,4.207,3.118
ACTIONBAR,SELECT,ACTIONBAR:SELECT:PLAY_ICON,5.451,4.025,4.025,3.438
EVENT,OPEN,EVENT:OPEN:fullscreen,5.069,4.283,4.283,3.599
LIST,SELECT,LIST:SELECT:section:Vejarbejder,4.114,3.091,3.091,2.656
EVENT,OPEN,EVENT:OPEN:fullscreen:roadwork,2.535,1.477,1.477,1.289
EVENT,START,(not set),1.755,1.029,1.029,919
LIST,SELECT,LIST:SELECT:section:Rejsetider,1.676,1.279,1.279,1.108
WEBCAM,FOLLOW,(not set),1.532,645,645,541
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:SENDPOSITION_ON,1.322,1.205,1.205,1.141
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:applink:vintertrafik://launch,1.201,1.024,1.024,945
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:GUIDE,1.164,963,963,916
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventA,1.049,937,937,837
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:ABOUT_APP,995,859,859,809
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_ON,970,846,846,759
LIST,SELECT,LIST:SELECT:section:Bro,785,476,476,453
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_OFF,746,630,630,571
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:SENDPOSITION_OFF,730,637,637,601
EVENT,OPEN,EVENT:OPEN:fullscreen:ferry,653,551,551,463
LIST,SELECT,LIST:SELECT:section:Færger,640,466,466,432
LIST,SELECT,LIST:SELECT:section:Tunnel,621,420,420,405
LIST,SELECT,LIST:SELECT:section:Bro og Tunnel,499,335,335,316
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://www.vejdirektoratet.dk/da/trafik/vinterferien/sider/default.aspx?utm_source=trafikinfoApp&utm_medium=link&utm_content=&utm_campaign=vinterferietrafik17,424,398,398,374
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:FEEDBACK,412,386,386,372
LIST,SELECT,LIST:SELECT:subsection:rejsetider,304,208,208,184
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://www.vejdirektoratet.dk,299,272,272,263
EVENT,OPEN,EVENT:OPEN:fullscreen:trim,286,208,208,184
MAP,SELECT,MAP:SELECT:Pladser,226,52,52,16
EVENT,UNFOLLOW,EVENT:UNFOLLOW:TrafficEventA,218,190,190,185
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://Www.vejdirektoratet.dk,206,176,176,152
LIST,SELECT,LIST:SELECT:section:P4 Trafik,190,63,63,36
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_ON,115,65,65,48
LIST,SELECT,LIST:SELECT:section:Pladser,89,23,23,9
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_OFF,77,37,37,23
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventB,58,48,48,47
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:EMERGENCY_PHONE_ON,53,23,23,13
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:EMERGENCY_PHONE_OFF,45,15,15,9
FEEDBACK,SELECT,FEEDBACK:SELECT:phonelink:80202060,20,8,8,7
EVENT,UNFOLLOW,EVENT:UNFOLLOW:TrafficEventB,9,8,8,8
ERROR,ERROR,ERROR:ERROR:Push check - invalid local subscription found.,2,1,1,1
