# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20171201-20171231
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
MAP,SELECT,MAP:SELECT:Trafikinfo,275.682,157.563,157.563,36.955
EVENT,OPEN,EVENT:OPEN:fullscreen:traffic,126.854,66.682,66.682,23.242
WEBCAM,OPEN,(not set),58.053,13.010,13.010,5.816
NAVIGATIONMENU,OPEN,(not set),39.953,23.123,23.123,14.702
EVENT,SELECT,EVENT:SELECT:CENTERPOSITION_ICON,24.083,17.875,17.875,8.985
MAP,SELECT,MAP:SELECT:Vejarbejde,20.079,13.904,13.904,9.835
LIST,OPEN,(not set),17.412,12.887,12.887,8.193
MAP,SELECT,MAP:SELECT:Webkamera,16.793,11.019,11.019,4.915
LIST,SELECT,LIST:SELECT:section_Trafikmeldinger,15.275,10.899,10.899,6.347
ACTIONBAR,SELECT,ACTIONBAR:SELECT:PLAY_ICON,12.393,9.392,9.392,6.240
LIST,SELECT,LIST:SELECT:itemtype_P4EventContent,9.969,3.811,3.811,2.812
LIST,SELECT,LIST:SELECT:itemtype_WebcamContent,8.455,2.910,2.910,2.150
LIST,SELECT,LIST:SELECT:section_Webkamera,6.369,4.291,4.291,3.289
EVENT,OPEN,EVENT:OPEN:fullscreen,6.239,5.128,5.128,4.260
EVENT,OPEN,EVENT:OPEN:fullscreen:roadwork,5.410,2.781,2.781,2.264
LIST,SELECT,LIST:SELECT:section_Vejarbejder,4.957,3.717,3.717,3.108
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://vejdirektoratet.dk/DA/trafik/juletrafikken/Sider/Default.aspx?utm_source=trafikinfoApp&utm_medium=link&utm_content=&utm_campaign=juletrafik17,4.160,3.966,3.966,3.525
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_ON,4.062,3.375,3.375,2.581
MAP,SELECT,MAP:SELECT:P4 Trafik,3.872,2.978,2.978,2.102
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_OFF,3.251,2.600,2.600,1.915
EVENT,START,(not set),3.168,1.918,1.918,1.628
MAP,SELECT,MAP:SELECT:Trafikmeldinger,2.856,1.744,1.744,529
MAP,SELECT,MAP:SELECT:Listevisning,2.646,2.021,2.021,1.523
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_ON,2.624,2.328,2.328,1.880
LIST,SELECT,LIST:SELECT:section_P4 Trafik,2.535,1.551,1.551,985
MAP,SELECT,MAP:SELECT:Pladser,2.468,1.605,1.605,1.399
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:EMERGENCY_PHONE_OFF,2.326,2.177,2.177,2.113
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:AUTOPLAY_OFF,2.185,1.889,1.889,1.507
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventA,2.175,1.854,1.854,1.558
EVENT,OPEN,EVENT:OPEN:fullscreen:ferry,2.005,1.785,1.785,1.490
LIST,SELECT,LIST:SELECT:section_Bro,1.865,1.069,1.069,923
LIST,SELECT,LIST:SELECT:section_Pladser,1.676,1.158,1.158,1.080
LIST,SELECT,LIST:SELECT:itemtype_TrafficContent,1.619,1.137,1.137,824
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:applink:vintertrafik://launch,1.480,1.299,1.299,1.151
WEBCAM,FOLLOW,(not set),1.283,588,588,523
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:GUIDE,1.100,1.003,1.003,931
LIST,SELECT,LIST:SELECT:section_Tunnel,1.028,693,693,634
FEEDBACK,SELECT,FEEDBACK:SELECT:phonelink:80202060,998,786,786,655
