# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20161001-20161031
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
MAP,SELECT,MAP:SELECT:Trafikmeldinger,259,15,15,5
MAP,SELECT,MAP:SELECT:Vejarbejder,224,7,7,2
MAP,SELECT,MAP:SELECT:Webkamera,115,10,10,5
NAVIGATIONMENU,OPEN,(not set),40,4,4,3
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:ABOUT_APP,14,4,4,3
WEBCAM,OPEN,(not set),12,3,3,2
LIST,OPEN,(not set),8,3,3,2
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:FEEDBACK,8,2,2,2
EVENT,OPEN,EVENT:OPEN:fullscreen:traffic,4,2,2,2
WEBCAM,FOLLOW,(not set),4,1,1,1
EVENT,OPEN,EVENT:OPEN:fullscreen:trim,3,1,1,1
FEEDBACK,SELECT,FEEDBACK:SELECT:phonelink:80202060,3,1,1,1
LIST,SELECT,LIST:SELECT:section:Rejsetider,3,2,2,2
LIST,SELECT,LIST:SELECT:section:Webkamera,3,2,2,2
EVENT,OPEN,EVENT:OPEN:fullscreen,2,2,2,2
EVENT,OPEN,EVENT:OPEN:fullscreen:roadwork,2,1,1,1
LIST,SELECT,LIST:SELECT:subsection:rejsetider,1,1,1,1
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:GUIDE,1,1,1,1
