# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20180601-20180630
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
MAP,SELECT,MAP:SELECT:Trafikinfo,9.524,5.130,5.130,1.242
EVENT,OPEN,EVENT:OPEN:fullscreen:traffic,2.996,1.495,1.495,563
WEBCAM,OPEN,(not set),1.254,290,290,122
NAVIGATIONMENU,OPEN,(not set),680,385,385,279
ACTIONBAR,SELECT,ACTIONBAR:SELECT:PLAY_ICON,636,443,443,207
EVENT,SELECT,EVENT:SELECT:CENTERPOSITION_ICON,596,493,493,210
MAP,SELECT,MAP:SELECT:Vejarbejde,480,333,333,226
MAP,SELECT,MAP:SELECT:Webkamera,405,265,265,120
LIST,OPEN,(not set),403,320,320,211
LIST,SELECT,LIST:SELECT:section_Trafikmeldinger,316,215,215,135
EVENT,OPEN,EVENT:OPEN:fullscreen,285,232,232,151
EVENT,OPEN,EVENT:OPEN:fullscreen:roadwork,225,87,87,60
LIST,SELECT,LIST:SELECT:section_S-Tog - Hovedstaden,168,106,106,85
LIST,SELECT,LIST:SELECT:itemtype_P4EventContent,157,90,90,74
LIST,SELECT,LIST:SELECT:section_Webkamera,130,86,86,68
MAP,SELECT,MAP:SELECT:P4 Trafik,128,96,96,64
LIST,SELECT,LIST:SELECT:section_Bus - Hovedstaden,117,74,74,67
LIST,SELECT,LIST:SELECT:itemtype_WebcamContent,115,59,59,40
LIST,SELECT,LIST:SELECT:section_Tog - Hovedstaden,112,75,75,58
MAP,SELECT,MAP:SELECT:Temperatur,97,62,62,51
LIST,SELECT,LIST:SELECT:section_Metro - Hovedstaden,94,60,60,51
LIST,SELECT,LIST:SELECT:section_Vejarbejder,87,68,68,57
LIST,SELECT,LIST:SELECT:section_Rejsetider,68,47,47,45
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventA,61,49,49,42
MAP,SELECT,MAP:SELECT:Listevisning,58,48,48,34
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_ON,55,46,46,38
MAP,SELECT,MAP:SELECT:Cykel/saltning,54,31,31,28
WEBCAM,FOLLOW,(not set),47,21,21,18
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:P4_AUTOPLAY_OFF,41,33,33,27
LIST,SELECT,LIST:SELECT:section_Twitter,37,22,22,18
EVENT,OPEN,EVENT:OPEN:fullscreen:s-train,33,27,27,27
LIST,SELECT,LIST:SELECT:itemtype_STrainContent,33,27,27,27
LIST,SELECT,LIST:SELECT:section_P4 Trafik,33,24,24,22
EVENT,OPEN,EVENT:OPEN:fullscreen:train,30,23,23,18
LIST,SELECT,LIST:SELECT:itemtype_TrainContent,30,23,23,18
LIST,SELECT,LIST:SELECT:itemtype_BusContent,28,16,16,15
EVENT,OPEN,EVENT:OPEN:fullscreen:bus,25,16,16,15
EVENT,OPEN,EVENT:OPEN:fullscreen:metro,25,22,22,20
LIST,SELECT,LIST:SELECT:itemtype_MetroContent,25,22,22,20
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://www.vejdirektoratet.dk/DA/trafik/sommertrafikken/Sider/Default.aspx,25,23,23,22
MAP,SELECT,MAP:SELECT:Trafikmeldinger,24,18,18,6
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:GUIDE,24,22,22,21
LIST,SELECT,LIST:SELECT:itemtype_TrafficContent,23,19,19,15
LIST,SELECT,LIST:SELECT:section_Lokaltog - Hovedstaden,22,17,17,16
LIST,SELECT,LIST:SELECT:section_Temperatur og Vind,22,14,14,14
EVENT,OPEN,EVENT:OPEN:fullscreen:trim,18,9,9,8
LIST,SELECT,LIST:SELECT:itemtype_TrimContent,18,9,9,8
LIST,SELECT,LIST:SELECT:itemtype_RoadworkContent,17,12,12,12
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:ABOUT_APP,17,17,17,17
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:applink:ibikecph://trafikkenhovedstaden,16,14,14,12
EVENT,UNFOLLOW,EVENT:UNFOLLOW:TrafficEventA,9,7,7,7
LIST,SELECT,LIST:SELECT:itemtype_TwitterContent,9,4,4,2
EVENT,FOLLOW,EVENT:FOLLOW:TrafficEventB,8,5,5,5
EVENT,OPEN,EVENT:OPEN:fullscreen:webcam,8,1,1,1
EVENT,START,(not set),4,1,1,1
LIST,SELECT,LIST:SELECT:itemtype_WindTemperatureContent,4,2,2,2
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:FEEDBACK,4,4,4,4
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:applink:vintertrafik://launch,2,1,1,1
LIST,SELECT,LIST:SELECT:section:Trafikmeldinger,1,1,1,1
NAVIGATIONMENU,SELECT,NAVIGATIONMENU:SELECT:link:http://www.vejdirektoratet.dk/DA/trafik/Prognoseforhelligdagene/Sider/default.aspx,1,1,1,1
